Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
43,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.896551724137931,1247|192|184|178|180|158|179|176|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,614|89|99|93|90|73|84|86|,633|103|85|85|90|85|95|90|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,3|1|2|0|0|0|0|0|,11|6|1|0|0|3|1|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,14,1233,3,24|0|24|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1271|192|208|178|180|158|179|176|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1271|192|208|178|180|158|179|176|,14|7|3|0|0|3|1|0|,1257|185|205|178|180|155|178|176|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1257|185|198|179|182|157|179|177|,139|21|21|14|17|17|18|31|,1118|164|177|165|165|140|161|146|,20|20|20|20|20|20|20|20|,0.8656390413174457|0.8627115885416667|0.8696390595463138|0.8610418507764172|0.858287037037037|0.8591271430860439|0.8598670453481477|0.8558238636363636|,0.8568564554931837|0.8411458333333334|0.8722826086956522|0.848314606741573|0.8527777777777777|0.8575949367088608|0.8659217877094972|0.8607954545454546|,0.04570970328789094,0.05854049719326383,0.21210906174819566,0.1351242983159583,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1247|192|184|178|180|158|179|176|,164|177|165|165|140|161|146|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|1|1|1|2|0|1|,0|0|0|0|0|0|0|,0,0,0,0,0,0
44,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.7567084078711985,1118|164|177|165|165|140|161|146|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,561|77|98|86|84|67|75|74|,557|87|79|79|81|73|86|72|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,550|77|89|86|83|66|75|74|,550|87|75|78|81|72|86|71|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1100,18,550,1215|147|179|192|234|222|138|103|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2333|311|356|357|399|362|299|249|,285|11|56|57|99|62|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2048|300|300|300|300|300|299|249|,987|156|141|139|128|117|161|145|,1061|144|159|161|172|183|138|104|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1061|175|156|141|153|169|149|118|,215|33|33|27|31|40|32|19|,846|142|123|114|122|129|117|99|,20|20|20|20|20|20|20|20|,0.8664936828159152|0.8620984533016062|0.8701362954451147|0.8626997245179063|0.8609550045913683|0.8580612244897959|0.8564195054203156|0.8595890410958904|,0.8555456171735242|0.850609756097561|0.8615819209039548|0.8575757575757575|0.8606060606060606|0.8428571428571429|0.8571428571428571|0.8561643835616438|,0.04785330948121646,0.057245080500894455,0.2101967799642218,0.13282647584973167,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1118|164|177|165|165|140|161|146|,142|123|114|122|129|117|99|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,78|59|58|58|61|64|53|,0|0|0|0|0|0|0|,0,0,0,0,0,0
45,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.9184397163120568,846|142|123|114|122|129|117|99|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,435|72|56|65|62|64|64|52|,411|70|67|49|60|65|53|47|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,9|0|7|0|1|1|0|0|,6|0|3|1|0|1|0|1|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,15,831,8,40|0|40|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,886|142|163|114|122|129|117|99|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,886|142|163|114|122|129|117|99|,15|0|10|1|1|2|0|1|,871|142|153|113|121|127|117|98|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,871|146|133|116|125|132|120|99|,94|14|13|9|14|16|17|11|,777|132|120|107|111|116|103|88|,20|20|20|20|20|20|20|20|,0.8680028111709114|0.8625396746677246|0.869092471412519|0.8649776854416744|0.8662825853265251|0.863634997896761|0.8488567462926437|0.8624885215794307|,0.8445626477541371|0.8556338028169014|0.8455284552845529|0.8377192982456141|0.8360655737704918|0.7945736434108527|0.8675213675213675|0.8838383838383839|,0.03900709219858156,0.05614657210401891,0.19976359338061467,0.13947990543735225,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,846|142|123|114|122|129|117|99|,132|120|107|111|116|103|88|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,4|2|2|4|5|1|1|,0|0|0|0|0|0|0|,0,0,0,0,0,0
46,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.3951093951093951,777|132|120|107|111|116|103|88|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,397|67|54|63|55|57|56|45|,380|65|66|44|56|59|47|43|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,382|65|46|62|55|54|55|45|,365|63|61|43|52|57|47|42|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,747,30,382,1355|229|165|215|161|173|241|171|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2132|361|285|322|272|289|344|259|,127|61|0|22|0|0|44|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2009|301|285|302|272|289|301|259|,693|98|107|95|107|111|88|87|,1316|203|178|207|165|178|213|172|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1316|199|191|198|175|184|202|167|,232|37|25|27|32|27|39|45|,1084|162|166|171|143|157|163|122|,20|20|20|20|20|20|20|20|,0.8681945873065564|0.8626750459136823|0.8655034722222222|0.865796139400821|0.8663663663663663|0.8665279429250892|0.8529550381751343|0.8635717975206612|,0.8474903474903475|0.8484848484848485|0.85|0.8271028037383178|0.8423423423423423|0.8103448275862069|0.8786407766990292|0.8863636363636364|,0.03796653796653797,0.05662805662805663,0.1981981981981982,0.13513513513513514,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777|132|120|107|111|116|103|88|,162|166|171|143|157|163|122|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,72|78|77|77|70|79|55|,0|0|0|0|0|0|0|,0,0,0,0,0,0
47,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.9640221402214022,1084|162|166|171|143|157|163|122|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,547|72|82|94|79|87|82|51|,537|90|84|77|64|70|81|71|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,13|1|7|1|0|3|1|0|,15|2|5|1|4|2|0|1|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,28,1056,11,103|0|43|25|0|35|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1187|162|209|196|143|192|163|122|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1187|162|209|196|143|192|163|122|,28|3|12|2|4|5|1|1|,1159|159|197|194|139|187|162|121|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1159|165|183|190|146|172|172|131|,114|18|17|19|9|23|16|12|,1045|147|166|171|137|149|156|119|,20|20|20|20|20|20|20|20|,0.8679014021459404|0.8545477061423563|0.8655011612715924|0.8659673061796792|0.8649689471367793|0.8642946975536533|0.8669878429748955|0.8539035205589895|,0.8505535055350554|0.8395061728395061|0.8674698795180723|0.8216374269005848|0.8706293706293706|0.8439490445859873|0.8742331288343558|0.8360655737704918|,0.03413284132841329,0.052583025830258305,0.18957564575645758,0.15544280442804428,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1084|162|166|171|143|157|163|122|,147|166|171|137|149|156|119|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,5|7|6|6|3|9|9|,0|0|0|0|0|0|0|,0,0,0,0,0,0
48,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.0392344497607655,1045|147|166|171|137|149|156|119|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,526|66|81|93|77|77|78|54|,519|81|85|78|60|72|78|65|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,489|64|68|86|74|74|75|48|,470|78|71|67|57|63|72|62|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,959,86,489,1586|214|221|240|234|279|234|164|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2631|361|387|411|371|428|390|283|,548|61|87|111|71|128|90|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2083|300|300|300|300|300|300|283|,751|116|105|111|101|94|114|110|,1332|184|195|189|199|206|186|173|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1332|179|207|177|194|193|175|207|,246|35|40|28|36|39|38|30|,1086|144|167|149|158|154|137|177|,20|20|20|20|20|20|20|20|,0.869301069114718|0.8531861724281549|0.8609467992451735|0.869181970520844|0.8655895359369172|0.8689023016981217|0.8696273011176858|0.8564543464444601|,0.8358851674641148|0.8367346938775511|0.8463855421686747|0.8070175438596491|0.8576642335766423|0.8288590604026845|0.8493589743589743|0.8277310924369747|,0.03444976076555024,0.05119617224880383,0.19282296650717703,0.1444976076555024,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1045|147|166|171|137|149|156|119|,144|167|149|158|154|137|177|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,70|68|68|79|72|66|91|,0|0|0|0|0|0|0|,0,0,0,0,0,0
49,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.8931860036832413,1086|144|167|149|158|154|137|177|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,554|85|86|69|87|73|71|83|,532|59|81|80|71|81|66|94|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,22|2|7|2|2|1|2|6|,34|3|12|7|1|5|4|2|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,56,1030,22,56|6|4|0|2|0|11|33|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1142|150|171|149|160|154|148|210|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1142|150|171|149|160|154|148|210|,56|5|19|9|3|6|6|8|,1086|145|152|140|157|148|142|202|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1086|146|156|143|160|153|142|186|,116|16|15|12|15|20|14|24|,970|130|141|131|145|133|128|162|,20|20|20|20|20|20|20|20|,0.8693820820148619|0.849537037037037|0.8655383843092259|0.8599049592360705|0.8658067617369012|0.8743253499747006|0.8700250412914913|0.85756008809729|,0.8669429097605893|0.8715277777777778|0.8712574850299402|0.8657718120805369|0.8512658227848101|0.8766233766233766|0.8576642335766423|0.8728813559322034|,0.04465930018416206,0.05662983425414365,0.17955801104972377,0.16482504604051565,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086|144|167|149|158|154|137|177|,130|141|131|145|133|128|162|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,4|5|3|3|4|6|1|,0|0|0|0|0|0|0|,0,0,0,0,0,0
50,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.365979381443299,970|130|141|131|145|133|128|162|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,505|82|74|65|80|66|63|75|,465|48|67|66|65|67|65|87|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,478|77|70|63|77|63|60|68|,442|47|64|65|64|66|57|79|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,920,50,478,3102|454|435|478|546|338|404|447|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,4072|584|576|609|691|471|532|609|,1972|284|276|309|391|171|232|309|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2097|300|300|299|300|300|300|298|,463|65|65|59|54|79|67|74|,1634|235|235|240|246|221|233|224|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1634|234|244|257|240|198|221|240|,309|53|44|46|39|44|42|41|,1325|181|200|211|201|154|179|199|,20|20|20|20|20|20|20|20|,0.8703796896588374|0.8532988165680473|0.8669709773150244|0.8640522114095914|0.8654340071343638|0.8770563627112895|0.8676300048828125|0.8574150281969212|,0.8634020618556701|0.8576923076923076|0.875886524822695|0.8778625954198473|0.8448275862068966|0.8909774436090225|0.84765625|0.8518518518518519|,0.04484536082474227,0.058762886597938144,0.17628865979381445,0.16649484536082473,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970|130|141|131|145|133|128|162|,181|200|211|201|154|179|199|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,97|98|104|94|74|84|104|,0|0|0|0|0|0|0|,0,0,0,0,0,0
51,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.9260377358490566,1325|181|200|211|201|154|179|199|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,699|99|103|103|100|91|99|104|,626|82|97|108|101|63|80|95|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,15|3|2|2|2|1|2|3|,8|0|1|1|0|0|5|1|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,23,1302,11,48|0|13|27|0|0|4|4|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1373|181|213|238|201|154|183|203|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1373|181|213|238|201|154|183|203|,23|3|3|3|2|1|7|4|,1350|178|210|235|199|153|176|199|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1350|181|208|225|200|154|181|201|,123|18|16|18|18|16|16|21|,1227|163|192|207|182|138|165|180|,20|20|20|20|20|20|20|20|,0.8684115343538625|0.8602225206800769|0.8673375|0.8613238696345545|0.8683139031212099|0.8680953786473267|0.8631597016322836|0.8598899017701573|,0.859622641509434|0.8591160220994475|0.87|0.8412322274881516|0.8855721393034826|0.8798701298701299|0.8379888268156425|0.8467336683417085|,0.04377358490566038,0.06150943396226415,0.1769811320754717,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1325|181|200|211|201|154|179|199|,163|192|207|182|138|165|180|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,3|4|3|1|1|7|5|,0|0|0|0|0|0|0|,0,0,0,0,0,0
52,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.8418907905460473,1227|163|192|207|182|138|165|180|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,649|87|99|101|91|84|95|92|,578|76|93|106|91|54|70|88|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,625|84|93|95|90|83|90|90|,559|76|89|98|91|54|66|85|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1184,43,625,1994|211|283|290|341|251|322|296|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,3221|374|475|497|523|389|487|476|,1121|74|175|197|223|89|187|176|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2101|300|300|300|300|301|300|300|,779|132|123|119|107|105|86|107|,1322|168|177|181|193|196|214|193|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1322|164|192|179|196|190|207|194|,289|32|37|37|45|50|45|43|,1033|132|155|142|151|140|162|151|,20|20|20|20|20|20|20|20|,0.8697698616233895|0.8585005081109564|0.8689303927951388|0.861712058624472|0.8679658253834078|0.8693945599663936|0.8676859504132232|0.8608101851851852|,0.8533007334963325|0.8496932515337423|0.8645833333333334|0.8188405797101449|0.8901098901098901|0.8623188405797102|0.8515151515151516|0.8416666666666667|,0.04319478402607987,0.06030969845150774,0.17644661776691117,0.15362673186634065,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1227|163|192|207|182|138|165|180|,132|155|142|151|140|162|151|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,62|74|72|77|59|88|81|,0|0|0|0|0|0|0|,0,0,0,0,0,0
53,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.8964181994191674,1033|132|155|142|151|140|162|151|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,496|68|83|59|74|69|77|66|,537|64|72|83|77|71|85|85|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,11|2|3|3|0|1|1|1|,11|0|2|5|0|0|1|3|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,22,1011,9,2|0|1|1|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1035|132|156|143|151|140|162|151|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1035|132|156|143|151|140|162|151|,22|2|5|8|0|1|2|4|,1013|130|151|135|151|139|160|147|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1013|130|151|134|152|139|160|147|,87|16|11|9|10|15|12|14|,926|114|140|125|142|124|148|133|,20|20|20|20|20|20|20|20|,0.8683186219706135|0.8533057851239669|0.8715400624349636|0.8626884546716922|0.8633064339283365|0.8614668367346938|0.8639593811918915|0.8661571860883295|,0.8683446272991288|0.8712121212121212|0.8709677419354839|0.8556338028169014|0.8708609271523179|0.8714285714285714|0.8672839506172839|0.8708609271523179|,0.03920619554695063,0.06534365924491771,0.18054211035818005,0.14956437560503388,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1033|132|155|142|151|140|162|151|,114|140|125|142|124|148|133|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
